09/03/2021 Tuesday 00:59:55 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":null,"update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":1}} | 
09/03/2021 Tuesday 01:01:24 | INFO | course-socket.log | request to /user-cancel-lecout-quest | DATA: {"userId":64,"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"ZUMXfgjzC077rz8ZAACH","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:26 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"ZUMXfgjzC077rz8ZAACH","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:26 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"tPg5caPR-tWQkY_XAACI","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:26 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"UozJQPraTxv3zmZ2AACK","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:36 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"UozJQPraTxv3zmZ2AACK","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:36 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"iPTii688QBiX43AfAACL","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:01:43 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"Hkyl50d3l2_rVWv5AACJ","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:02:15 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"Hkyl50d3l2_rVWv5AACJ","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:02:15 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"IDbVVQ2gesWdASf5AACN","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:00 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"IDbVVQ2gesWdASf5AACN","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:04 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"iPTii688QBiX43AfAACL","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:08 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"ycC6HjfyQwlUzzRWAACO","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:14 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"p8QEXOW5CQqqw0GtAACM","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:30 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":{"id":125,"user_idx":64,"room_id":16,"host_user":0,"socket_id":"p8QEXOW5CQqqw0GtAACM","update_time":"2021-03-09T01:00:02.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 01:03:30 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":1,"user_idx":6,"user_name":"홍길동","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:51:26.000Z"},"userRoom":{"id":124,"user_idx":6,"room_id":16,"host_user":1,"socket_id":"ycC6HjfyQwlUzzRWAACO","update_time":"2021-03-09T00:59:55.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 05:37:22 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":null,"update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":1}} | 
09/03/2021 Tuesday 05:37:41 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":null,"update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":1}} | 
09/03/2021 Tuesday 05:37:41 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"z33bnzwu55oW3uDiAACR","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 05:50:17 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"z33bnzwu55oW3uDiAACR","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 05:55:07 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"9OLCwsvw2cXbZfMRAACS","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 06:26:13 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"9OLCwsvw2cXbZfMRAACS","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 07:43:53 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 07:43:53 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:13:55 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:13:55 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:41:48 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:41:48 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:59:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 08:59:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 09:23:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 09:23:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 09:40:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 09:40:46 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 09:57:25 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"HB8AZHewUrtzcQrJAACT","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 09:58:16 | INFO | main-socket.log | disconnect to socket | DATA: {"user":{"id":2,"user_idx":36,"user_name":"렉플1","user_status":"A","user_tp":"T","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"7","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T07:53:13.000Z"},"userRoom":{"id":126,"user_idx":36,"room_id":17,"host_user":1,"socket_id":"HB8AZHewUrtzcQrJAACT","update_time":"2021-03-09T05:37:22.000Z","device":0,"status":"1","connecting":0}} | 
09/03/2021 Tuesday 15:43:57 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 15:43:57 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 23:43:56 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":25,"user_idx":64,"user_name":"학생30","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"30","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:26.000Z"},"userRoom":null} | 
09/03/2021 Tuesday 23:43:56 | INFO | main-socket.log | collect to socket | DATA: {"user":{"id":26,"user_idx":62,"user_name":"학생28","user_status":"A","user_tp":"S","schul_nm":"옥정초등학교","grade":"1","class_nm":"1","class_no":"28","sc_code":"J10","schul_code":"7602136","app_key":"BNrDBCr81Om9akb3TBq9wSmFLILaA8XGueQXhAiM","created":"2021-03-04T10:30:42.000Z"},"userRoom":null} | 
